id,customer_name,customer_code,invoice_number,invoice_date,due_date,amount,received_amount,balance,category,payment_terms,status,currency,description,created_at
511,Amazon Air Logistics,C-AMA673,AR-50511,2023-11-13,2023-12-13,1910793.65,153870.64,1756923.01,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-11-13 10:45:00
512,Maersk Air Cargo,C-MAE973,AR-50512,2023-11-14,2023-12-14,1455686.82,21731.81,1433955.01,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2023-11-14 10:45:00
513,United Nations Travel Office,C-UNI757,AR-50513,2023-11-16,2023-12-16,2050283.72,206696.51,1843587.21,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-11-16 10:45:00
514,Boeing Corporate Shuttle,C-BOE487,AR-50514,2023-11-16,2023-12-16,1549185.85,478470.84,1070715.01,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-11-16 10:45:00
515,Lufthansa Cargo Partner,C-LUF662,AR-50515,2023-11-17,2024-01-01,657325.25,285982.15,371343.1,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-11-17 10:45:00
516,Shell Corporate Travel,C-SHE535,AR-50516,2023-11-17,2023-12-17,2049004.06,991861.26,1057142.8,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-11-17 10:45:00
517,Emirates SkyCargo Partner,C-EMI151,AR-50517,2023-11-18,2024-01-02,912692.41,489956.81,422735.6,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-11-18 10:45:00
518,Kuehne+Nagel,C-KUE458,AR-50518,2023-11-18,2023-12-18,790191.93,13983.08,776208.85,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-11-18 10:45:00
519,Boeing Corporate Shuttle,C-BOE487,AR-50519,2023-11-19,2023-12-04,1533665.08,212479.69,1321185.39,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-11-19 10:45:00
520,Maersk Air Cargo,C-MAE973,AR-50520,2023-11-19,2023-12-19,1540343.51,4236.41,1536107.1,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2023-11-19 10:45:00
521,American Express Global Business Travel,C-AME924,AR-50521,2023-11-19,2023-12-19,805725.59,31084.28,774641.31,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-11-19 10:45:00
522,UPS Supply Chain Solutions,C-UPS130,AR-50522,2023-11-19,2023-12-19,2929637.92,1049460.02,1880177.9,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-11-19 10:45:00
523,CWT Group,C-CWT276,AR-50523,2023-11-19,2023-12-19,1195949.13,334031.07,861918.06,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2023-11-19 10:45:00
524,NFL Events & Hospitality,C-NFL601,AR-50524,2023-11-20,2023-12-05,1204301.66,582245.19,622056.47,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-11-20 10:45:00
525,Kuehne+Nagel,C-KUE458,AR-50525,2023-11-20,2023-12-20,1265553.34,383161.85,882391.49,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-11-20 10:45:00
526,Marriott Meeting Services,C-MAR321,AR-50526,2023-11-20,2023-12-20,358689.63,143718.81,214970.82,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-11-20 10:45:00
527,Siemens Mobility,C-SIE388,AR-50527,2023-11-21,2023-12-21,809905.71,431172.9,378732.81,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-11-21 10:45:00
528,Google Travel Services,C-GOO876,AR-50528,2023-11-23,2023-12-23,1795361.96,835051.41,960310.55,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2023-11-23 10:45:00
529,Boeing Corporate Shuttle,C-BOE487,AR-50529,2023-11-23,2023-12-23,1368588.42,164208.5,1204379.92,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-11-23 10:45:00
530,Lufthansa Cargo Partner,C-LUF662,AR-50530,2023-11-24,2024-01-08,359933.13,55036.0,304897.13,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-11-24 10:45:00
531,Ryder Integrated Logistics,C-RYD108,AR-50531,2023-11-24,2023-12-24,766616.75,6707.14,759909.61,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-11-24 10:45:00
532,TUI Travel Partners,C-TUI255,AR-50532,2023-11-24,2024-01-08,806369.7,238539.37,567830.33,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-11-24 10:45:00
533,American Express Global Business Travel,C-AME924,AR-50533,2023-11-26,2023-12-26,2017878.2,545708.66,1472169.54,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-11-26 10:45:00
534,Disney Corporate Events,C-DIS143,AR-50534,2023-11-26,2023-12-11,610883.68,146524.48,464359.2,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-11-26 10:45:00
535,NFL Events & Hospitality,C-NFL601,AR-50535,2023-11-26,2023-12-11,881925.11,432700.86,449224.25,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-11-26 10:45:00
536,FedEx Trade Networks,C-FED679,AR-50536,2023-11-27,2023-12-27,1596960.83,142866.61,1454094.22,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2023-11-27 10:45:00
537,American Express Global Business Travel,C-AME924,AR-50537,2023-11-28,2023-12-28,2232742.76,673400.28,1559342.48,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-11-28 10:45:00
538,Ryder Integrated Logistics,C-RYD108,AR-50538,2023-11-28,2023-12-28,617255.4,23611.94,593643.46,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-11-28 10:45:00
539,Maersk Air Cargo,C-MAE973,AR-50539,2023-11-28,2023-12-28,704611.9,314097.37,390514.53,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2023-11-28 10:45:00
540,Maersk Air Cargo,C-MAE973,AR-50540,2023-11-28,2023-12-28,2508870.93,839215.8,1669655.13,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-11-28 10:45:00
541,NFL Events & Hospitality,C-NFL601,AR-50541,2023-11-29,2023-12-14,439868.5,76720.5,363148.0,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2023-11-29 10:45:00
542,American Express Global Business Travel,C-AME924,AR-50542,2023-11-29,2023-12-29,1494093.61,233694.03,1260399.58,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-11-29 10:45:00
543,Siemens Mobility,C-SIE388,AR-50543,2023-11-29,2023-12-29,1860817.26,63670.09,1797147.17,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-11-29 10:45:00
544,Pfizer Corporate Travel,C-PFI869,AR-50544,2023-11-30,2023-12-30,716494.21,231661.74,484832.47,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-11-30 10:45:00
545,Walmart Corporate Travel,C-WAL198,AR-50545,2023-11-30,2023-12-30,1212459.39,457813.85,754645.54,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2023-11-30 10:45:00
546,Amazon Air Logistics,C-AMA673,AR-50546,2023-11-30,2023-12-30,2252943.07,757172.36,1495770.71,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-11-30 10:45:00
547,DB Schenker Logistics,C-DBS187,AR-50547,2023-12-01,2023-12-31,2007887.57,710008.64,1297878.93,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2023-12-01 10:45:00
548,Live Nation Entertainment,C-LIV838,AR-50548,2023-12-01,2023-12-31,2785609.21,982093.08,1803516.13,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-12-01 10:45:00
549,BCD Travel,C-BCD303,AR-50549,2023-12-02,2024-01-01,2918438.61,626971.22,2291467.39,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-12-02 10:45:00
550,Disney Corporate Events,C-DIS143,AR-50550,2023-12-03,2023-12-18,1125982.76,207578.43,918404.33,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-12-03 10:45:00
551,Marriott Meeting Services,C-MAR321,AR-50551,2023-12-03,2024-01-02,685522.91,141254.48,544268.43,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-12-03 10:45:00
552,Walmart Corporate Travel,C-WAL198,AR-50552,2023-12-04,2024-01-03,1852974.77,614542.89,1238431.88,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2023-12-04 10:45:00
553,UPS Supply Chain Solutions,C-UPS130,AR-50553,2023-12-09,2024-01-08,1794659.93,501591.87,1293068.06,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-12-09 10:45:00
554,Marriott Meeting Services,C-MAR321,AR-50554,2023-12-09,2024-01-08,956534.64,424093.49,532441.15,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-12-09 10:45:00
555,TUI Travel Partners,C-TUI255,AR-50555,2023-12-10,2024-01-24,648794.25,831.62,647962.63,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-12-10 10:45:00
556,United Nations Travel Office,C-UNI757,AR-50556,2023-12-11,2024-01-10,3007882.67,1505117.74,1502764.93,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-12-11 10:45:00
557,Boeing Corporate Shuttle,C-BOE487,AR-50557,2023-12-12,2024-01-11,2719899.31,1003952.38,1715946.93,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-12-12 10:45:00
558,DB Schenker Logistics,C-DBS187,AR-50558,2023-12-12,2024-01-11,592926.48,310058.54,282867.94,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2023-12-12 10:45:00
559,Maersk Air Cargo,C-MAE973,AR-50559,2023-12-13,2024-01-12,909437.42,74770.61,834666.81,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-12-13 10:45:00
560,Boeing Corporate Shuttle,C-BOE487,AR-50560,2023-12-14,2024-01-13,2366357.08,601043.23,1765313.85,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-12-14 10:45:00
561,Sony Music Touring,C-SON493,AR-50561,2023-12-15,2023-12-30,1698588.01,591498.2,1107089.81,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2023-12-15 10:45:00
562,DB Schenker Logistics,C-DBS187,AR-50562,2023-12-15,2024-01-14,521989.58,184548.49,337441.09,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2023-12-15 10:45:00
563,Expedia Partner Solutions,C-EXP610,AR-50563,2023-12-15,2024-01-14,816625.53,382736.48,433889.05,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-12-15 10:45:00
564,DHL Express,C-DHL723,AR-50564,2023-12-16,2024-01-15,1438430.62,274810.54,1163620.08,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-12-16 10:45:00
565,FedEx Trade Networks,C-FED679,AR-50565,2023-12-17,2024-01-16,1289689.24,533048.27,756640.97,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - FedEx Trade Networks,2023-12-17 10:45:00
566,UPS Supply Chain Solutions,C-UPS130,AR-50566,2023-12-18,2024-01-17,2439963.77,650100.29,1789863.48,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-12-18 10:45:00
567,Live Nation Entertainment,C-LIV838,AR-50567,2023-12-18,2024-01-02,942136.21,407854.52,534281.69,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-12-18 10:45:00
568,Siemens Mobility,C-SIE388,AR-50568,2023-12-19,2024-01-18,2606974.9,704271.82,1902703.08,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-12-19 10:45:00
569,Disney Corporate Events,C-DIS143,AR-50569,2023-12-19,2024-01-03,647192.9,165647.38,481545.52,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-12-19 10:45:00
570,Live Nation Entertainment,C-LIV838,AR-50570,2023-12-19,2024-01-03,1956028.19,628368.12,1327660.07,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-12-19 10:45:00
571,Amazon Air Logistics,C-AMA673,AR-50571,2023-12-20,2024-01-19,2769137.37,448786.84,2320350.53,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-12-20 10:45:00
572,DHL Express,C-DHL723,AR-50572,2023-12-20,2024-01-19,1722849.15,110979.81,1611869.34,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-12-20 10:45:00
573,UPS Supply Chain Solutions,C-UPS130,AR-50573,2023-12-22,2024-01-21,852629.27,79539.59,773089.68,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2023-12-22 10:45:00
574,Shell Corporate Travel,C-SHE535,AR-50574,2023-12-22,2024-01-21,2372581.27,513884.54,1858696.73,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-12-22 10:45:00
575,Kuehne+Nagel,C-KUE458,AR-50575,2023-12-23,2024-01-22,1827548.04,384699.71,1442848.33,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-12-23 10:45:00
576,American Express Global Business Travel,C-AME924,AR-50576,2023-12-24,2024-01-23,363438.98,16837.83,346601.15,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-12-24 10:45:00
577,Lufthansa Cargo Partner,C-LUF662,AR-50577,2023-12-26,2024-02-09,329634.23,126431.15,203203.08,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2023-12-26 10:45:00
578,United Nations Travel Office,C-UNI757,AR-50578,2023-12-27,2024-01-26,2517167.85,858279.39,1658888.46,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-12-27 10:45:00
579,BCD Travel,C-BCD303,AR-50579,2023-12-30,2024-01-29,3348230.7,465555.31,2882675.39,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-12-30 10:45:00
580,Maersk Air Cargo,C-MAE973,AR-50580,2023-12-30,2024-01-29,2259664.25,209022.19,2050642.06,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-12-30 10:45:00
581,Siemens Mobility,C-SIE388,AR-50581,2023-12-31,2024-01-30,1610671.1,328585.21,1282085.89,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-12-31 10:45:00
582,Boeing Corporate Shuttle,C-BOE487,AR-50582,2023-12-31,2024-01-30,3035098.71,1391714.67,1643384.04,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-12-31 10:45:00
583,Live Nation Entertainment,C-LIV838,AR-50583,2023-12-31,2024-01-15,987624.49,216062.97,771561.52,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-12-31 10:45:00
584,NFL Events & Hospitality,C-NFL601,AR-50584,2024-01-01,2024-01-16,2008578.96,861945.61,1146633.35,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-01-01 10:45:00
585,NFL Events & Hospitality,C-NFL601,AR-50585,2024-01-02,2024-01-17,1666647.42,373210.47,1293436.95,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-01-02 10:45:00
586,BCD Travel,C-BCD303,AR-50586,2024-01-02,2024-02-01,1366917.14,543877.64,823039.5,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2024-01-02 10:45:00
587,TUI Travel Partners,C-TUI255,AR-50587,2024-01-02,2024-02-16,197460.97,59022.36,138438.61,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2024-01-02 10:45:00
588,Boeing Corporate Shuttle,C-BOE487,AR-50588,2024-01-03,2024-02-02,581475.26,199350.47,382124.79,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2024-01-03 10:45:00
589,TUI Travel Partners,C-TUI255,AR-50589,2024-01-03,2024-02-17,591781.49,19461.32,572320.17,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2024-01-03 10:45:00
590,Siemens Mobility,C-SIE388,AR-50590,2024-01-04,2024-02-03,1622145.52,171699.98,1450445.54,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2024-01-04 10:45:00
591,Pfizer Corporate Travel,C-PFI869,AR-50591,2024-01-04,2024-02-03,2436788.82,1224012.49,1212776.33,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2024-01-04 10:45:00
592,Live Nation Entertainment,C-LIV838,AR-50592,2024-01-06,2024-01-21,1016162.11,16386.04,999776.07,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2024-01-06 10:45:00
593,UPS Supply Chain Solutions,C-UPS130,AR-50593,2024-01-07,2024-02-06,1632046.57,758064.85,873981.72,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2024-01-07 10:45:00
594,United Nations Travel Office,C-UNI757,AR-50594,2024-01-09,2024-02-08,2436446.43,477563.86,1958882.57,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-01-09 10:45:00
595,Google Travel Services,C-GOO876,AR-50595,2024-01-14,2024-02-13,1035697.09,555319.08,480378.01,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2024-01-14 10:45:00
596,Maersk Air Cargo,C-MAE973,AR-50596,2024-01-15,2024-02-14,1773302.14,347808.7,1425493.44,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2024-01-15 10:45:00
597,Walmart Corporate Travel,C-WAL198,AR-50597,2024-01-15,2024-02-14,1500764.75,553610.51,947154.24,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2024-01-15 10:45:00
598,Live Nation Entertainment,C-LIV838,AR-50598,2024-01-16,2024-02-15,818230.84,431304.8,386926.04,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-01-16 10:45:00
599,Live Nation Entertainment,C-LIV838,AR-50599,2024-01-16,2024-02-15,1939590.12,200808.12,1738782.0,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-01-16 10:45:00
600,Amazon Air Logistics,C-AMA673,AR-50600,2024-01-16,2024-02-15,511475.35,155350.75,356124.6,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2024-01-16 10:45:00
601,NFL Events & Hospitality,C-NFL601,AR-50601,2024-01-17,2024-02-01,1554027.67,85150.71,1468876.96,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-01-17 10:45:00
602,Emirates SkyCargo Partner,C-EMI151,AR-50602,2024-01-17,2024-03-02,572290.29,135889.16,436401.13,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2024-01-17 10:45:00
603,CWT Group,C-CWT276,AR-50603,2024-01-18,2024-02-17,1625070.01,871677.64,753392.37,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2024-01-18 10:45:00
604,Walmart Corporate Travel,C-WAL198,AR-50604,2024-01-18,2024-02-17,1326300.52,644964.44,681336.08,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2024-01-18 10:45:00
605,Lufthansa Cargo Partner,C-LUF662,AR-50605,2024-01-19,2024-03-04,405950.93,40077.89,365873.04,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2024-01-19 10:45:00
606,Walmart Corporate Travel,C-WAL198,AR-50606,2024-01-20,2024-02-19,594371.11,307498.45,286872.66,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2024-01-20 10:45:00
607,Sony Music Touring,C-SON493,AR-50607,2024-01-20,2024-02-04,515607.37,62150.46,453456.91,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2024-01-20 10:45:00
608,FedEx Trade Networks,C-FED679,AR-50608,2024-01-21,2024-02-20,732541.37,264623.21,467918.16,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2024-01-21 10:45:00
609,Walmart Corporate Travel,C-WAL198,AR-50609,2024-01-21,2024-02-20,768311.91,8626.2,759685.71,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2024-01-21 10:45:00
610,United Nations Travel Office,C-UNI757,AR-50610,2024-01-23,2024-02-22,1974243.32,960382.76,1013860.56,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-01-23 10:45:00
611,Sony Music Touring,C-SON493,AR-50611,2024-01-23,2024-02-07,2117285.07,1154719.39,962565.68,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2024-01-23 10:45:00
