id,period,period_start,period_end,passenger_revenue,cargo_revenue,ancillary_revenue,loyalty_revenue,other_revenue,total_revenue,fuel_expense,labor_expense,maintenance_expense,airport_expense,lease_expense,distribution_expense,catering_expense,insurance_expense,depreciation_expense,other_expense,total_expenses,operating_income,interest_expense,interest_income,fuel_hedging_gain_loss,pre_tax_income,income_tax,net_income,created_at
226,2023-08-14,2023-08-14,2023-08-14,40515087.22,2360543.52,7025638.06,1495611.68,1704461.04,53101341.52,15520783.75,12538561.31,4153059.56,3335333.01,3457582.25,1862065.92,1446547.42,818064.53,2219692.38,916157.96,46267848.09,6833493.43,300323.55,315350.65,-47157.64,6801362.89,1666333.91,5135028.98,2023-08-14 18:15:00
227,2023-08-15,2023-08-15,2023-08-15,42055819.84,2510204.6,6465706.95,1686213.17,1649705.62,54367650.18,14970133.97,13544423.13,4082003.68,3355899.44,3778262.98,2000299.73,1555536.63,934604.59,2265028.25,780548.72,47266741.12,7100909.06,226930.35,98314.05,75211.78,7047504.54,1726638.61,5320865.93,2023-08-15 18:15:00
228,2023-08-16,2023-08-16,2023-08-16,40148913.8,2405859.08,6877398.4,1346922.93,1978752.25,52757846.46,16277345.72,12856284.09,4092328.92,3156261.93,3669923.67,1845968.53,1318530.88,913834.09,2069450.54,803064.39,47002992.76,5754853.7,314305.33,263614.73,1027.72,5705190.82,1397771.75,4307419.07,2023-08-16 18:15:00
229,2023-08-17,2023-08-17,2023-08-17,38869812.56,2360517.62,5911827.71,1299104.69,1223012.36,49664274.94,14129771.13,12253718.04,3605169.57,3001147.84,3320151.59,1668957.38,1172642.03,846781.58,2056524.3,725235.86,42780099.32,6884175.62,204746.68,116568.8,-58532.27,6737465.47,1650679.04,5086786.43,2023-08-17 18:15:00
230,2023-08-18,2023-08-18,2023-08-18,43025655.85,2184474.67,6593589.92,1681674.36,1712650.01,55198044.81,14402547.63,13034623.29,4312677.54,3313171.04,3753060.17,1944822.36,1423534.33,873202.09,2351547.72,883984.81,46293170.98,8904873.83,351382.78,229418.64,74634.95,8857544.64,2170098.44,6687446.2,2023-08-18 18:15:00
231,2023-08-19,2023-08-19,2023-08-19,41974759.73,2499217.96,7826005.56,1081302.64,1495532.42,54876818.31,15748595.83,13015556.85,3951130.92,3059885.71,3675593.91,1648432.33,1408227.26,1017804.69,2228471.73,937619.27,46691318.5,8185499.81,187952.51,155883.62,62270.98,8215701.9,2012846.97,6202854.93,2023-08-19 18:15:00
232,2023-08-20,2023-08-20,2023-08-20,42196075.77,1754452.9,6249221.97,1460112.5,1175270.35,52835133.49,14597818.27,13475876.75,3975153.2,3232652.11,3413997.44,2018690.95,1489375.98,853384.86,2243704.29,880828.82,46181482.67,6653650.82,177615.37,175852.41,-38524.14,6613363.72,1620274.11,4993089.61,2023-08-20 18:15:00
233,2023-08-21,2023-08-21,2023-08-21,38743111.59,2416785.99,6403532.63,1278920.13,1567612.57,50409962.91,14894323.37,12028535.68,3737940.48,3154018.53,3601096.9,1741601.72,1225210.79,818711.05,2108035.77,709099.95,44018574.24,6391388.67,177378.03,218035.41,-14080.49,6417965.56,1572401.56,4845564.0,2023-08-21 18:15:00
234,2023-08-22,2023-08-22,2023-08-22,40104982.38,2832007.86,6364568.95,1732148.89,2001863.35,53035571.43,15360348.05,12911939.05,3818561.14,3245926.87,3699203.53,2034917.16,1372649.77,847399.11,2240302.58,923778.57,46455025.83,6580545.6,220086.42,145290.88,-19553.76,6486196.3,1589118.09,4897078.21,2023-08-22 18:15:00
235,2023-08-23,2023-08-23,2023-08-23,35954569.57,2069134.47,6450691.34,1309863.3,1509507.61,47293766.29,13171298.27,11565871.46,3567682.4,3135928.93,3202206.0,1525758.85,1258381.61,703269.35,1942657.89,622731.08,40695785.84,6597980.45,189731.07,199435.24,-82876.06,6524808.56,1598578.1,4926230.46,2023-08-23 18:15:00
236,2023-08-24,2023-08-24,2023-08-24,36506235.19,2311705.72,5019251.9,1258689.84,1793980.31,46889862.96,14059589.12,11221138.95,3436145.31,2718970.3,3061355.7,1489442.86,1226177.13,810963.61,1984842.19,633718.19,40642343.36,6247519.6,233892.89,142349.53,14626.65,6170602.89,1511797.71,4658805.18,2023-08-24 18:15:00
237,2023-08-25,2023-08-25,2023-08-25,39382630.07,2359925.24,6005468.48,1464723.44,1874182.93,51086930.16,15047999.26,12388383.92,3887182.94,3014981.46,3399841.91,1774334.22,1315115.8,788148.55,1982325.01,753246.06,44351559.13,6735371.03,197401.49,159404.08,38575.87,6735949.49,1650307.63,5085641.86,2023-08-25 18:15:00
238,2023-08-26,2023-08-26,2023-08-26,44468242.96,2278124.94,6395846.07,1608620.84,1636003.55,56386838.36,15632197.76,13673082.9,4341448.35,3462098.7,3699830.79,1958036.88,1496385.61,954043.37,2314663.85,963854.11,48495642.32,7891196.04,339130.19,38142.23,31836.86,7622044.94,1867401.01,5754643.93,2023-08-26 18:15:00
239,2023-08-27,2023-08-27,2023-08-27,42121835.1,2566467.77,6808124.26,1472809.43,1662183.98,54631420.54,15534043.51,13246983.71,4595392.74,3372468.63,3670967.29,1894425.88,1508845.89,937450.76,2298317.76,691617.24,47750513.41,6880907.13,334103.02,136018.12,3039.65,6685861.88,1638036.16,5047825.72,2023-08-27 18:15:00
240,2023-08-28,2023-08-28,2023-08-28,38422353.12,2464067.75,5788788.6,1463034.92,1301041.51,49439285.9,14406066.71,11825853.64,3872199.95,2733813.25,3343076.92,1699309.95,1399310.67,820856.35,2048983.98,829737.97,42979209.39,6460076.51,213813.36,201254.94,43258.25,6490776.34,1590240.2,4900536.14,2023-08-28 18:15:00
241,2023-08-29,2023-08-29,2023-08-29,36743718.98,2407713.84,5196663.65,1271742.57,1497687.86,47117526.9,13331343.7,11088318.33,3698740.7,2959362.06,3124728.32,1542805.26,1227374.39,721276.55,2009253.22,701603.81,40404806.34,6712720.56,386802.42,171213.4,-49384.37,6447747.17,1579698.06,4868049.11,2023-08-29 18:15:00
242,2023-08-30,2023-08-30,2023-08-30,37876584.28,2535187.34,5126352.92,1349734.95,1816835.84,48704695.33,13812727.77,11931107.77,3857807.51,3007269.0,3121541.13,1511272.04,1206718.8,762663.01,1985415.33,688320.71,41884843.07,6819852.26,293287.13,198344.19,83462.52,6808371.84,1668051.1,5140320.74,2023-08-30 18:15:00
243,2023-08-31,2023-08-31,2023-08-31,38893991.93,2390882.65,6174504.77,1300480.08,1650430.72,50410290.15,14502107.54,11491307.42,4071947.57,2772565.96,3592444.86,1742497.27,1426702.01,671612.46,2025425.83,866835.83,43163446.75,7246843.4,386496.94,147473.19,-33511.84,6974307.81,1708705.41,5265602.4,2023-08-31 18:15:00
244,2023-09-01,2023-09-01,2023-09-01,34582070.67,2682117.75,4796613.93,1099617.55,1529056.58,44689476.48,11709925.24,11344320.91,3538093.24,2710411.04,3015424.82,1404805.47,1000309.12,709826.75,1722394.43,598600.27,37754111.29,6935365.19,202686.67,218815.34,-25948.21,6925545.65,1696758.68,5228786.97,2023-09-01 18:15:00
245,2023-09-02,2023-09-02,2023-09-02,40021332.42,2168226.94,5935998.2,1483098.24,1487901.11,51096556.91,12811700.86,12147040.77,4013447.15,2992948.91,3470129.87,1596562.37,1363555.99,858560.64,2074037.36,1000028.72,42328012.64,8768544.27,104620.24,174488.19,-20958.22,8817454.0,2160276.23,6657177.77,2023-09-02 18:15:00
246,2023-09-03,2023-09-03,2023-09-03,35243906.1,2179962.21,5476860.11,1363516.44,1849722.77,46113967.63,12719787.6,10599376.85,3704418.45,2750238.42,3050677.89,1532770.01,1199710.35,726871.18,1926425.4,675418.21,38885694.36,7228273.27,156662.67,104118.25,-26749.97,7148978.88,1751499.83,5397479.05,2023-09-03 18:15:00
247,2023-09-04,2023-09-04,2023-09-04,32240683.34,1856323.97,6342726.51,1034427.27,1388840.44,42863001.53,10884476.94,10318862.08,3086136.11,2442578.05,2737916.13,1494260.73,1124472.19,660515.41,1806311.73,655790.35,35211319.72,7651681.81,162218.99,192411.98,-4066.22,7677808.58,1881063.1,5796745.48,2023-09-04 18:15:00
248,2023-09-05,2023-09-05,2023-09-05,32911462.52,2061138.74,5786828.21,1318081.46,1746634.76,43824145.69,11581905.22,10737578.14,3768074.37,2727990.23,2928916.61,1664244.65,1096834.5,688137.83,1704812.8,792595.17,37691089.52,6133056.17,128565.66,163422.85,-6843.15,6161070.21,1509462.2,4651608.01,2023-09-05 18:15:00
249,2023-09-06,2023-09-06,2023-09-06,34763018.13,2357252.45,5521294.81,1408093.17,1487961.86,45537620.42,11697952.87,10568339.59,3827696.34,3018476.16,3021583.05,1637465.37,948606.24,783946.8,1947324.7,699087.14,38150478.26,7387142.16,67939.46,187397.7,10145.25,7516745.65,1841602.68,5675142.97,2023-09-06 18:15:00
250,2023-09-07,2023-09-07,2023-09-07,32220561.51,1932228.26,5600194.62,1337339.53,1762238.53,42852562.45,11077792.65,9824977.03,3369834.59,2648077.13,2931932.42,1579821.22,961668.01,683311.29,1694320.42,744680.59,35516415.35,7336147.1,245303.16,98039.45,-32692.32,7156191.07,1753266.81,5402924.26,2023-09-07 18:15:00
251,2023-09-08,2023-09-08,2023-09-08,36255431.89,1793518.9,4691352.83,1370647.46,1249222.35,45360173.43,12685109.74,10505789.33,3274601.77,2494809.54,3121331.29,1601546.31,1109524.92,810038.18,1851524.16,503211.39,37957486.63,7402686.8,79739.26,154702.72,9531.89,7487182.15,1834359.63,5652822.52,2023-09-08 18:15:00
252,2023-09-09,2023-09-09,2023-09-09,35775328.68,2177629.48,4423901.45,1436766.06,1496950.78,45310576.45,12395379.17,11661224.76,3749884.74,2802766.73,3105136.48,1573804.31,1041532.9,699108.96,1819073.54,639549.99,39487461.58,5823114.87,243873.49,191136.98,-46425.71,5723952.65,1402368.4,4321584.25,2023-09-09 18:15:00
253,2023-09-10,2023-09-10,2023-09-10,37868493.96,2415051.93,6046940.95,1782315.05,1395313.48,49508115.37,13545669.27,11762393.46,3723947.56,2991086.44,3414898.73,1930816.5,1164781.4,802884.58,2060818.61,781904.81,42179201.36,7328914.01,326483.17,172324.63,35600.86,7210356.33,1766537.3,5443819.03,2023-09-10 18:15:00
254,2023-09-11,2023-09-11,2023-09-11,31471133.28,2188188.04,4443546.61,1182288.07,1489010.87,40774166.87,10741292.25,9631986.0,3270383.25,2352545.57,2878955.12,1278445.0,1016060.12,634715.07,1677494.57,699800.45,34181677.4,6592489.47,136377.46,73597.81,36059.78,6565769.6,1608613.55,4957156.05,2023-09-11 18:15:00
255,2023-09-12,2023-09-12,2023-09-12,31574924.13,2126464.66,5328039.86,1033087.16,1679320.4,41741836.21,11288684.24,10046842.97,3047940.77,2590534.73,2829249.28,1384724.45,991161.51,754462.25,1753864.76,690384.64,35377849.6,6363986.61,189195.81,101353.04,2695.54,6278839.38,1538315.65,4740523.73,2023-09-12 18:15:00
256,2023-09-13,2023-09-13,2023-09-13,32914047.39,1864122.5,5139970.37,1014319.35,1531072.0,42463531.61,11939563.57,9772231.53,3700095.23,2702349.18,2938409.79,1415294.24,941478.88,687047.43,1858446.48,694366.4,36649282.73,5814248.88,146703.58,95474.48,-27353.59,5735666.19,1405238.22,4330427.97,2023-09-13 18:15:00
257,2023-09-14,2023-09-14,2023-09-14,31900060.02,2273549.51,4894707.5,1417637.07,1678970.05,42164924.15,11692232.41,10079439.15,3058735.98,2487499.44,2866697.11,1508960.95,1067973.78,764368.96,1753925.02,721952.71,36001785.51,6163138.64,252782.41,102886.24,16271.24,6029513.71,1477230.86,4552282.85,2023-09-14 18:15:00
258,2023-09-15,2023-09-15,2023-09-15,34414087.55,2314982.67,5390651.37,1541793.95,1346715.35,45008230.89,12892976.5,10899146.39,3540750.07,2523557.57,2844517.01,1442173.83,1114959.84,701222.5,1806404.47,717883.05,38483591.23,6524639.66,124876.18,40932.27,-38589.94,6402105.81,1568515.92,4833589.89,2023-09-15 18:15:00
259,2023-09-16,2023-09-16,2023-09-16,38455052.44,1889154.91,5978692.7,1277863.44,1319895.07,48920658.56,14103696.34,12058610.84,3522287.42,2690636.22,3262565.66,1737997.35,1155824.24,857460.72,2039580.7,524117.93,41952777.42,6967881.14,197247.34,253917.15,2724.58,7027275.53,1721682.5,5305593.03,2023-09-16 18:15:00
260,2023-09-17,2023-09-17,2023-09-17,34989778.6,2408122.82,5140317.8,1194185.78,1467330.31,45199735.31,12499584.23,11039939.75,3543441.21,2666917.48,2949941.61,1589191.04,1133017.21,728529.49,1985068.82,808370.44,38944001.28,6255734.03,223531.51,94207.33,-4485.8,6121924.05,1499871.39,4622052.66,2023-09-17 18:15:00
261,2023-09-18,2023-09-18,2023-09-18,31373590.84,2347825.05,5109149.02,1129839.4,1457707.27,41418111.58,10808446.2,9769894.66,3186875.03,2507182.83,2794184.54,1475590.42,999939.68,697342.48,1738919.14,551882.67,34530257.65,6887853.93,182529.31,89601.86,122249.94,6917176.42,1694708.22,5222468.2,2023-09-18 18:15:00
262,2023-09-19,2023-09-19,2023-09-19,31474635.63,2417710.58,4574095.53,1314528.99,1431837.07,41212807.8,11223719.25,9656796.37,3432199.97,2450183.16,2696058.62,1466782.22,1071411.09,609137.21,1748187.15,644042.85,34998517.89,6214289.91,85130.42,43219.31,-52450.93,6119927.87,1499382.33,4620545.54,2023-09-19 18:15:00
263,2023-09-20,2023-09-20,2023-09-20,30884583.75,2325197.04,5317558.22,976763.51,1296030.06,40800132.58,11397395.6,9668061.99,3146372.22,2405174.09,2783032.6,1512731.8,988457.13,667017.46,1575278.24,626772.03,34770293.16,6029839.42,258150.37,175084.86,-117963.65,5828810.26,1428058.51,4400751.75,2023-09-20 18:15:00
264,2023-09-21,2023-09-21,2023-09-21,30390504.52,2342522.42,4913519.06,886499.97,1675151.03,40208197.0,10976121.57,9201892.36,3355804.3,2521202.67,2772839.94,1363121.45,1044845.84,600343.75,1671869.61,606928.87,34114970.36,6093226.64,101888.75,120829.69,-25989.34,6086178.24,1491113.67,4595064.57,2023-09-21 18:15:00
265,2023-09-22,2023-09-22,2023-09-22,35695201.76,2323665.63,6439230.53,1670739.68,1400734.99,47529572.59,12862700.86,11157652.23,3559899.05,2965297.7,3298891.7,1666401.83,1007128.87,772692.84,1929604.32,607804.31,39828073.71,7701498.88,208062.24,122306.46,-74261.44,7541481.66,1847663.01,5693818.65,2023-09-22 18:15:00
266,2023-09-23,2023-09-23,2023-09-23,36246970.07,2390689.24,5758897.48,1368931.49,1715118.97,47480607.25,13403514.96,11559337.01,3701446.96,2924747.49,3334967.73,1544397.03,1172240.57,687595.63,1898265.78,528108.44,40754621.6,6725985.65,237970.49,136264.18,-30930.72,6593348.62,1615370.41,4977978.21,2023-09-23 18:15:00
267,2023-09-24,2023-09-24,2023-09-24,35007242.98,1914106.54,5880277.18,1336720.63,1466739.52,45605086.85,13970049.5,10541288.29,3563028.07,2893618.29,2902670.37,1462573.83,1067305.3,725390.73,1868281.89,592649.15,39586855.42,6018231.43,189146.12,172778.59,-59024.84,5942839.06,1455995.57,4486843.49,2023-09-24 18:15:00
268,2023-09-25,2023-09-25,2023-09-25,32998203.19,1975141.35,5329233.68,1156346.36,1578454.9,43037379.48,11945845.48,10838771.88,3496758.79,2540542.9,2780300.78,1615178.11,977440.15,735750.34,1771545.54,716678.97,37418812.94,5618566.54,326556.04,118541.62,-38459.44,5372092.68,1316162.71,4055929.97,2023-09-25 18:15:00
269,2023-09-26,2023-09-26,2023-09-26,31231773.23,2116921.46,4648071.38,1192113.81,1562511.89,40751391.77,11526574.75,9848933.48,3294047.98,2352020.46,2968968.34,1319357.38,1048849.17,674335.85,1632639.8,493367.17,35159094.38,5592297.39,223999.31,41774.97,-46206.04,5363867.01,1314147.42,4049719.59,2023-09-26 18:15:00
270,2023-09-27,2023-09-27,2023-09-27,31445700.09,2230633.29,5158104.46,960114.48,1319641.96,41114194.28,11108544.33,10110324.17,3385393.81,2443539.87,2837662.53,1450616.66,1041571.83,607094.25,1697304.77,544328.83,35226381.05,5887813.23,169520.23,73345.57,46314.06,5837952.63,1430298.39,4407654.24,2023-09-27 18:15:00
271,2023-09-28,2023-09-28,2023-09-28,30626753.58,2328861.34,4619135.36,1034447.41,1529032.24,40138229.93,11887789.53,9256637.07,3235682.55,2377230.49,2707279.29,1407330.05,842512.88,566013.81,1635222.23,635632.75,34551330.65,5586899.28,219651.71,71917.44,-1800.95,5437364.06,1332154.19,4105209.87,2023-09-28 18:15:00
272,2023-09-29,2023-09-29,2023-09-29,35119920.86,2322203.76,4749598.47,1291565.72,1803385.23,45286674.04,13265116.34,10800586.78,3726457.78,2490767.07,3037108.91,1646168.87,1135483.8,747091.75,1904470.32,586242.82,39339494.44,5947179.6,188884.54,144516.0,49103.94,5951915.0,1458219.18,4493695.82,2023-09-29 18:15:00
273,2023-09-30,2023-09-30,2023-09-30,36441210.89,2470799.1,4902409.3,1016549.12,1508718.34,46339686.75,13561502.89,11410013.6,3528512.14,2750876.45,3099489.25,1421868.35,1153451.43,814707.25,1915745.78,644765.94,40300933.08,6038753.67,179740.63,203326.29,2556.25,6064895.58,1485899.42,4578996.16,2023-09-30 18:15:00
274,2023-10-01,2023-10-01,2023-10-01,38745933.76,2555327.96,6219241.49,1377648.33,1671095.04,50569246.58,15101233.01,11702885.24,4115682.4,3252338.42,3192563.31,1809489.72,1158814.15,760361.92,2101854.35,766814.0,43962036.52,6607210.06,229983.13,237402.56,41924.06,6656553.55,1630855.62,5025697.93,2023-10-01 18:15:00
275,2023-10-02,2023-10-02,2023-10-02,32464031.25,2181463.39,5405515.31,1148350.73,1633454.47,42832815.15,12043880.9,10531937.07,3699095.33,2715710.15,2803636.56,1451344.37,974319.93,775162.76,1819070.34,666705.0,37480862.41,5351952.74,147053.84,56566.55,-11714.88,5249750.57,1286188.89,3963561.68,2023-10-02 18:15:00
276,2023-10-03,2023-10-03,2023-10-03,32271469.06,2394812.25,5698787.56,1189377.0,1563563.71,43118009.58,12196473.84,10469754.92,3160792.49,2698133.23,2879261.35,1414278.55,931958.57,689608.18,1803731.28,556461.55,36800453.96,6317555.62,202065.41,150927.02,73468.58,6339885.81,1553272.02,4786613.79,2023-10-03 18:15:00
277,2023-10-04,2023-10-04,2023-10-04,31534708.61,2195069.41,5105075.01,1128335.73,1541745.19,41504933.95,12593229.36,10152143.28,3406699.16,2548189.37,2721407.14,1390347.43,975104.56,582783.5,1701323.49,634273.66,36705500.95,4799433.0,135527.84,103197.7,20852.04,4787954.9,1173048.95,3614905.95,2023-10-04 18:15:00
278,2023-10-05,2023-10-05,2023-10-05,31162398.54,2324072.56,4960306.42,1044108.64,1607042.22,41097928.38,12044692.36,9499005.45,3408200.81,2685613.81,2705465.45,1482547.83,975408.73,593417.9,1556362.63,649253.13,35599968.1,5497960.28,70678.24,221103.14,-34399.25,5613985.93,1375426.55,4238559.38,2023-10-05 18:15:00
279,2023-10-06,2023-10-06,2023-10-06,37039679.58,2425291.29,5472264.08,1099649.02,1646123.61,47683007.58,12635148.85,11875431.2,4108617.57,2757007.48,3438777.53,1690957.75,1201396.99,799641.61,1991747.45,593825.05,41092551.48,6590456.1,268051.9,231301.75,31363.51,6585069.46,1613342.02,4971727.44,2023-10-06 18:15:00
280,2023-10-07,2023-10-07,2023-10-07,35745009.54,1723149.25,6265180.24,1339746.76,1263312.39,46336398.18,13537212.48,11000959.52,3860934.49,2692400.45,3081217.29,1563582.51,1130796.73,747386.09,1836409.46,714956.07,40165855.09,6170543.09,180410.77,224076.77,2004.35,6216213.44,1522972.29,4693241.15,2023-10-07 18:15:00
281,2023-10-08,2023-10-08,2023-10-08,36854088.44,2831980.6,5568471.97,1326093.68,1552751.93,48133386.62,13583860.5,11433721.82,3894996.26,3098485.0,3251710.62,1526876.94,1078675.83,841478.5,1967242.47,653017.64,41330065.58,6803321.04,225663.79,196335.39,-7334.13,6766658.51,1657831.33,5108827.18,2023-10-08 18:15:00
282,2023-10-09,2023-10-09,2023-10-09,31206092.11,2486611.46,5328454.17,998888.37,1474689.27,41494735.38,12342110.11,10130555.0,3416682.82,2534615.23,2800275.23,1322143.05,1010741.69,614199.9,1724378.9,632704.69,36528406.62,4966328.76,124013.84,138415.52,4577.16,4985307.6,1221400.36,3763907.24,2023-10-09 18:15:00
283,2023-10-10,2023-10-10,2023-10-10,33375517.46,2270005.36,5543853.28,1232819.66,1437149.3,43859345.06,12849189.91,10772400.46,3411395.39,2587107.73,2990282.73,1557272.55,1035910.88,706946.63,1885931.82,721317.72,38517755.82,5341589.24,164205.77,119420.58,34509.88,5331313.93,1306171.91,4025142.02,2023-10-10 18:15:00
284,2023-10-11,2023-10-11,2023-10-11,33005441.71,2756624.77,5239820.1,1192653.09,1742517.71,43937057.38,11946506.92,10904683.7,3482875.5,2752910.33,2901842.04,1381579.47,992879.11,703289.98,1922838.72,643567.26,37632973.03,6304084.35,126359.07,121159.8,-92478.11,6206406.97,1520569.71,4685837.26,2023-10-11 18:15:00
285,2023-10-12,2023-10-12,2023-10-12,32136070.83,2326599.39,4784147.82,1095943.74,1375329.85,41718091.63,12199086.85,10439660.9,3153057.21,2489927.57,2899155.49,1408556.76,901767.39,661523.17,1652794.55,701983.27,36507513.16,5210578.47,239926.44,95344.6,-15034.04,5050962.59,1237485.83,3813476.76,2023-10-12 18:15:00
286,2023-10-13,2023-10-13,2023-10-13,32696540.06,2423270.87,5026149.51,939485.12,1255602.59,42341048.15,12374456.5,10838963.31,3682515.86,2476418.82,2874412.0,1651300.88,1055867.4,661256.78,1652410.45,702083.51,37969685.51,4371362.64,254295.13,154478.15,31494.51,4303040.17,1054244.84,3248795.33,2023-10-13 18:15:00
287,2023-10-14,2023-10-14,2023-10-14,35108604.83,2308941.66,6235233.52,1433986.68,1651992.81,46738759.5,13750783.05,11845254.02,3875914.73,2729727.92,3011175.95,1632076.43,1153026.3,730868.03,1939124.56,785943.1,41453894.09,5284865.41,210255.33,209996.1,11749.71,5296355.89,1297607.19,3998748.7,2023-10-14 18:15:00
288,2023-10-15,2023-10-15,2023-10-15,33851503.4,2725410.38,5333312.75,1081691.47,1250965.53,44242883.53,13128819.19,10206879.73,3431671.21,2741494.71,2954760.62,1569936.53,1098778.81,715612.97,1830046.78,699312.75,38377313.3,5865570.23,162665.24,122624.93,-50361.56,5775168.36,1414916.25,4360252.11,2023-10-15 18:15:00
289,2023-10-16,2023-10-16,2023-10-16,30937283.87,2391689.68,4789982.5,1195665.7,1159119.42,40473741.17,12399746.02,10189128.41,3335712.64,2493888.58,2697805.69,1290219.07,927157.62,659826.45,1586456.77,696210.43,36276151.68,4197589.49,71595.34,106538.15,-107185.83,4125346.47,1010709.89,3114636.58,2023-10-16 18:15:00
