id,vendor_name,vendor_code,invoice_number,invoice_date,due_date,amount,paid_amount,balance,category,payment_terms,status,currency,description,created_at
525,dnata,V-DNA868,AP-70525,2023-10-29,2023-11-13,694023.95,272736.43,421287.52,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2023-10-29 11:30:00
526,Atlanta ATL,V-ATL932,AP-70526,2023-10-30,2023-11-14,1766223.75,56253.0,1709970.75,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2023-10-30 11:30:00
527,Visa Merchant Services,V-VIS840,AP-70527,2023-10-30,2023-11-29,608798.31,160154.18,448644.13,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2023-10-30 11:30:00
528,World Fuel Services,V-WOR909,AP-70528,2023-10-30,2023-11-14,2852978.16,970675.21,1882302.95,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-10-30 11:30:00
529,Amadeus,V-AMA488,AP-70529,2023-10-31,2023-11-30,959915.46,13461.78,946453.68,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2023-10-31 11:30:00
530,Gate Gourmet,V-GAT696,AP-70530,2023-10-31,2023-11-30,937790.03,408001.54,529788.49,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-10-31 11:30:00
531,American Express Merchant,V-AME382,AP-70531,2023-11-01,2023-12-01,517712.65,72988.68,444723.97,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2023-11-01 11:30:00
532,CBRE,V-CBR654,AP-70532,2023-11-01,2023-12-01,368107.29,79264.42,288842.87,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2023-11-01 11:30:00
533,Chevron Aviation,V-CHE958,AP-70533,2023-11-01,2023-11-16,7248240.4,1156979.39,6091261.01,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-11-01 11:30:00
534,SITA,V-SIT591,AP-70534,2023-11-03,2023-12-03,402437.3,159289.13,243148.17,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-11-03 11:30:00
535,Gate Gourmet,V-GAT696,AP-70535,2023-11-04,2023-12-04,1377903.74,586771.67,791132.07,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-11-04 11:30:00
536,Lufthansa Technik,V-LUF443,AP-70536,2023-11-04,2023-12-04,2692293.88,967134.46,1725159.42,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-11-04 11:30:00
537,AT&T Business,V-ATT865,AP-70537,2023-11-06,2023-12-06,416272.37,97118.86,319153.51,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2023-11-06 11:30:00
538,JLL,V-JLL158,AP-70538,2023-11-06,2023-12-06,340715.48,128613.76,212101.72,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2023-11-06 11:30:00
539,Lufthansa Technik,V-LUF443,AP-70539,2023-11-06,2023-12-06,2433789.93,163408.29,2270381.64,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-11-06 11:30:00
540,Menzies Aviation,V-MEN381,AP-70540,2023-11-06,2023-11-21,1706349.38,521108.05,1185241.33,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2023-11-06 11:30:00
541,Rolls-Royce TotalCare,V-ROL451,AP-70541,2023-11-07,2023-12-07,1347722.63,199802.0,1147920.63,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-11-07 11:30:00
542,SMBC Aviation Capital,V-SMB239,AP-70542,2023-11-07,2023-12-07,3142700.2,28944.93,3113755.27,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-11-07 11:30:00
543,Swissport Fueling,V-SWI553,AP-70543,2023-11-07,2023-11-22,1658617.44,177802.5,1480814.94,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2023-11-07 11:30:00
544,CBRE,V-CBR654,AP-70544,2023-11-08,2023-12-08,229972.03,22412.59,207559.44,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2023-11-08 11:30:00
545,World Fuel Services,V-WOR909,AP-70545,2023-11-08,2023-11-23,9011867.5,2045814.77,6966052.73,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-11-08 11:30:00
546,Marsh Aviation,V-MAR666,AP-70546,2023-11-10,2023-12-25,918867.25,195043.16,723824.09,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-11-10 11:30:00
547,Avolon,V-AVO530,AP-70547,2023-11-11,2023-12-11,3388433.44,753901.93,2634531.51,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-11-11 11:30:00
548,Rolls-Royce TotalCare,V-ROL451,AP-70548,2023-11-11,2023-12-11,1826742.73,532253.42,1294489.31,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-11-11 11:30:00
549,Signature Aviation,V-SIG943,AP-70549,2023-11-11,2023-11-26,1726036.59,236723.2,1489313.39,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2023-11-11 11:30:00
550,Chevron Aviation,V-CHE958,AP-70550,2023-11-14,2023-11-29,1887885.81,372251.41,1515634.4,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-11-14 11:30:00
551,LSG Sky Chefs,V-LSG959,AP-70551,2023-11-14,2023-12-14,1091366.68,274604.17,816762.51,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2023-11-14 11:30:00
552,Lufthansa Technik,V-LUF443,AP-70552,2023-11-14,2023-12-14,2415343.15,581081.75,1834261.4,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-11-14 11:30:00
553,Mastercard Merchant Services,V-MAS103,AP-70553,2023-11-14,2023-12-14,623784.79,129140.58,494644.21,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2023-11-14 11:30:00
554,AerCap,V-AER832,AP-70554,2023-11-15,2023-12-15,3114139.83,462414.88,2651724.95,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-11-15 11:30:00
555,Marsh Aviation,V-MAR666,AP-70555,2023-11-15,2023-12-30,759461.2,289333.29,470127.91,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-11-15 11:30:00
556,American Express Merchant,V-AME382,AP-70556,2023-11-16,2023-12-16,571433.2,81576.41,489856.79,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2023-11-16 11:30:00
557,Amadeus,V-AMA488,AP-70557,2023-11-18,2023-12-18,1201416.4,150497.96,1050918.44,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2023-11-18 11:30:00
558,dnata Catering,V-DNA350,AP-70558,2023-11-18,2023-12-18,1122209.44,109814.02,1012395.42,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2023-11-18 11:30:00
559,AerCap,V-AER832,AP-70559,2023-11-19,2023-12-19,3428098.29,738087.58,2690010.71,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-11-19 11:30:00
560,Atlanta ATL,V-ATL932,AP-70560,2023-11-19,2023-12-04,2312077.48,686684.32,1625393.16,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2023-11-19 11:30:00
561,Swissport,V-SWI574,AP-70561,2023-11-19,2023-12-04,835378.19,196750.2,638627.99,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Swissport,2023-11-19 11:30:00
562,World Fuel Services,V-WOR909,AP-70562,2023-11-19,2023-12-04,10282249.72,2969564.19,7312685.53,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-11-19 11:30:00
563,GE Aerospace Services,V-GEA951,AP-70563,2023-11-20,2023-12-20,1658028.61,731586.12,926442.49,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2023-11-20 11:30:00
564,Chevron Aviation,V-CHE958,AP-70564,2023-11-21,2023-12-06,2374075.95,748230.18,1625845.77,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-11-21 11:30:00
565,Marsh Aviation,V-MAR666,AP-70565,2023-11-22,2024-01-06,691844.81,184031.27,507813.54,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-11-22 11:30:00
566,Rolls-Royce TotalCare,V-ROL451,AP-70566,2023-11-22,2023-12-22,1458964.91,521719.62,937245.29,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-11-22 11:30:00
567,Microsoft,V-MIC938,AP-70567,2023-11-24,2023-12-24,450677.95,202621.56,248056.39,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-11-24 11:30:00
568,LSG Sky Chefs,V-LSG959,AP-70568,2023-11-25,2023-12-25,1155411.83,354536.32,800875.51,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2023-11-25 11:30:00
569,AAR Corp,V-AAR941,AP-70569,2023-11-26,2023-12-26,2156661.48,8223.22,2148438.26,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2023-11-26 11:30:00
570,Amadeus,V-AMA488,AP-70570,2023-11-26,2023-12-26,946993.39,398036.42,548956.97,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2023-11-26 11:30:00
571,Chevron Aviation,V-CHE958,AP-70571,2023-11-26,2023-12-11,10093582.65,3990794.13,6102788.52,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-11-26 11:30:00
572,Swissport Fueling,V-SWI553,AP-70572,2023-11-27,2023-12-12,1828300.1,587063.85,1241236.25,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2023-11-27 11:30:00
573,Visa Merchant Services,V-VIS840,AP-70573,2023-11-27,2023-12-27,591156.25,143899.65,447256.6,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2023-11-27 11:30:00
574,World Fuel Services,V-WOR909,AP-70574,2023-11-28,2023-12-13,10329857.67,2674905.55,7654952.12,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-11-28 11:30:00
575,Allianz Global Corporate & Specialty,V-ALL825,AP-70575,2023-11-29,2024-01-13,728574.93,230677.84,497897.09,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2023-11-29 11:30:00
576,Chicago ORD,V-CHI855,AP-70576,2023-11-30,2023-12-15,1957716.56,641046.48,1316670.08,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Chicago ORD,2023-11-30 11:30:00
577,LSG Sky Chefs,V-LSG959,AP-70577,2023-11-30,2023-12-30,1116296.22,233709.48,882586.74,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2023-11-30 11:30:00
578,Chevron Aviation,V-CHE958,AP-70578,2023-12-01,2023-12-16,3245404.12,1060496.73,2184907.39,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-01 11:30:00
579,dnata,V-DNA868,AP-70579,2023-12-01,2023-12-16,911733.35,215640.1,696093.25,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2023-12-01 11:30:00
580,AT&T Business,V-ATT865,AP-70580,2023-12-02,2024-01-01,622833.98,7732.25,615101.73,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2023-12-02 11:30:00
581,Menzies Aviation,V-MEN381,AP-70581,2023-12-02,2023-12-17,971677.07,384974.98,586702.09,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2023-12-02 11:30:00
582,Rolls-Royce TotalCare,V-ROL451,AP-70582,2023-12-03,2024-01-02,2047095.39,858403.6,1188691.79,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-12-03 11:30:00
583,SITA,V-SIT591,AP-70583,2023-12-03,2024-01-02,404456.95,94283.13,310173.82,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-12-03 11:30:00
584,Swissport Fueling,V-SWI553,AP-70584,2023-12-03,2023-12-18,2014028.45,28856.71,1985171.74,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2023-12-03 11:30:00
585,World Fuel Services,V-WOR909,AP-70585,2023-12-03,2023-12-18,13831493.81,3980164.47,9851329.34,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-12-03 11:30:00
586,ConEdison,V-CON551,AP-70586,2023-12-04,2024-01-03,350000.89,48367.64,301633.25,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-12-04 11:30:00
587,dnata Catering,V-DNA350,AP-70587,2023-12-05,2024-01-04,1531616.1,76691.27,1454924.83,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2023-12-05 11:30:00
588,Amadeus,V-AMA488,AP-70588,2023-12-06,2024-01-05,1096782.81,338102.34,758680.47,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2023-12-06 11:30:00
589,Atlanta ATL,V-ATL932,AP-70589,2023-12-06,2023-12-21,1893010.21,442784.83,1450225.38,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2023-12-06 11:30:00
590,ConEdison,V-CON551,AP-70590,2023-12-06,2024-01-05,338692.15,116085.23,222606.92,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-12-06 11:30:00
591,Pratt & Whitney Services,V-PRA964,AP-70591,2023-12-06,2024-01-05,1840640.27,504056.35,1336583.92,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2023-12-06 11:30:00
592,Rolls-Royce TotalCare,V-ROL451,AP-70592,2023-12-07,2024-01-06,1721656.62,561457.04,1160199.58,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-12-07 11:30:00
593,SITA,V-SIT591,AP-70593,2023-12-07,2024-01-06,431545.28,110849.59,320695.69,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-12-07 11:30:00
594,Sabre Travel Network,V-SAB834,AP-70594,2023-12-07,2024-01-06,916178.54,39614.58,876563.96,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2023-12-07 11:30:00
595,AIG Aviation,V-AIG150,AP-70595,2023-12-08,2024-01-22,836837.62,81342.52,755495.1,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2023-12-08 11:30:00
596,Microsoft,V-MIC938,AP-70596,2023-12-08,2024-01-07,527663.54,28077.93,499585.61,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-12-08 11:30:00
597,Visa Merchant Services,V-VIS840,AP-70597,2023-12-08,2024-01-07,673037.08,167979.98,505057.1,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2023-12-08 11:30:00
598,AAR Corp,V-AAR941,AP-70598,2023-12-09,2024-01-08,3170149.66,410597.13,2759552.53,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2023-12-09 11:30:00
599,Los Angeles LAX,V-LOS944,AP-70599,2023-12-09,2023-12-24,2473273.9,1077662.77,1395611.13,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2023-12-09 11:30:00
600,Chevron Aviation,V-CHE958,AP-70600,2023-12-10,2023-12-25,10952212.28,4054311.22,6897901.06,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-10 11:30:00
601,AT&T Business,V-ATT865,AP-70601,2023-12-11,2024-01-10,635009.97,116450.96,518559.01,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2023-12-11 11:30:00
602,ConEdison,V-CON551,AP-70602,2023-12-11,2024-01-10,482883.91,166174.63,316709.28,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-12-11 11:30:00
603,Lufthansa Technik,V-LUF443,AP-70603,2023-12-11,2024-01-10,2939176.07,720734.15,2218441.92,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-12-11 11:30:00
604,dnata Catering,V-DNA350,AP-70604,2023-12-11,2024-01-10,1309981.23,337530.36,972450.87,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2023-12-11 11:30:00
605,Chevron Aviation,V-CHE958,AP-70605,2023-12-12,2023-12-27,5646845.01,956028.05,4690816.96,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-12 11:30:00
606,Microsoft,V-MIC938,AP-70606,2023-12-12,2024-01-11,461527.51,52313.78,409213.73,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-12-12 11:30:00
607,Pratt & Whitney Services,V-PRA964,AP-70607,2023-12-13,2024-01-12,1711388.03,751681.55,959706.48,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2023-12-13 11:30:00
608,JLL,V-JLL158,AP-70608,2023-12-14,2024-01-13,344741.46,31940.88,312800.58,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2023-12-14 11:30:00
609,Chevron Aviation,V-CHE958,AP-70609,2023-12-15,2023-12-30,6750222.65,115250.88,6634971.77,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-15 11:30:00
610,ConEdison,V-CON551,AP-70610,2023-12-15,2024-01-14,371218.95,150450.61,220768.34,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-12-15 11:30:00
611,Signature Aviation,V-SIG943,AP-70611,2023-12-15,2023-12-30,1936926.7,215711.49,1721215.21,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2023-12-15 11:30:00
612,GE Aerospace Services,V-GEA951,AP-70612,2023-12-16,2024-01-15,2236470.35,20590.39,2215879.96,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2023-12-16 11:30:00
613,Travelport,V-TRA903,AP-70613,2023-12-16,2024-01-15,1310777.43,489579.95,821197.48,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2023-12-16 11:30:00
614,Chevron Aviation,V-CHE958,AP-70614,2023-12-17,2024-01-01,7316577.31,664365.55,6652211.76,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-17 11:30:00
615,Lufthansa Technik,V-LUF443,AP-70615,2023-12-17,2024-01-16,2980337.79,910046.85,2070290.94,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-12-17 11:30:00
616,Chevron Aviation,V-CHE958,AP-70616,2023-12-18,2024-01-02,8612711.62,1520824.12,7091887.5,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-18 11:30:00
617,SMBC Aviation Capital,V-SMB239,AP-70617,2023-12-19,2024-01-18,3458786.12,388353.17,3070432.95,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-12-19 11:30:00
618,Sabre Travel Network,V-SAB834,AP-70618,2023-12-19,2024-01-18,938535.15,289682.6,648852.55,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2023-12-19 11:30:00
619,Allianz Global Corporate & Specialty,V-ALL825,AP-70619,2023-12-20,2024-02-03,843886.41,260110.73,583775.68,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2023-12-20 11:30:00
620,Avolon,V-AVO530,AP-70620,2023-12-20,2024-01-19,3703119.79,1255988.48,2447131.31,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-12-20 11:30:00
621,Delta TechOps,V-DEL976,AP-70621,2023-12-21,2024-01-20,2644353.87,219414.18,2424939.69,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2023-12-21 11:30:00
622,Swissport,V-SWI574,AP-70622,2023-12-21,2024-01-05,916028.27,337718.07,578310.2,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Swissport,2023-12-21 11:30:00
623,AIG Aviation,V-AIG150,AP-70623,2023-12-22,2024-02-05,926365.71,373496.47,552869.24,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2023-12-22 11:30:00
624,ConEdison,V-CON551,AP-70624,2023-12-22,2024-01-21,504323.64,151653.23,352670.41,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-12-22 11:30:00
625,Microsoft,V-MIC938,AP-70625,2023-12-22,2024-01-21,615364.77,181016.23,434348.54,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-12-22 11:30:00
626,Signature Aviation,V-SIG943,AP-70626,2023-12-22,2024-01-06,2149870.98,293759.46,1856111.52,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2023-12-22 11:30:00
627,AerCap,V-AER832,AP-70627,2023-12-23,2024-01-22,3870856.66,1262577.98,2608278.68,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-12-23 11:30:00
628,Chevron Aviation,V-CHE958,AP-70628,2023-12-23,2024-01-07,8610961.36,1746792.88,6864168.48,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-12-23 11:30:00
629,Swissport,V-SWI574,AP-70629,2023-12-23,2024-01-07,965716.24,178979.57,786736.67,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Swissport,2023-12-23 11:30:00
630,AIG Aviation,V-AIG150,AP-70630,2023-12-25,2024-02-08,867575.51,186415.84,681159.67,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2023-12-25 11:30:00
631,Delta TechOps,V-DEL976,AP-70631,2023-12-25,2024-01-24,2648316.85,453244.74,2195072.11,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2023-12-25 11:30:00
632,JLL,V-JLL158,AP-70632,2023-12-25,2024-01-24,352808.99,123189.93,229619.06,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2023-12-25 11:30:00
